               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.049053,            0.008807,           0.0014552,             0.51154,             0.61523,             0.49731,              0.3262,            0.028417,           0.0081306,            0.007846,           0.0094205,           0.0094205,           0.0094205
                  51,            0.048879,           0.0087874,            0.001444,             0.71534,             0.53971,             0.60872,             0.33992,            0.030844,           0.0083426,           0.0052816,           0.0093971,           0.0093971,           0.0093971
                  52,            0.048869,           0.0086966,           0.0016308,             0.60652,             0.65776,              0.6053,             0.35273,            0.030148,           0.0081237,           0.0030489,           0.0093733,           0.0093733,           0.0093733
                  53,             0.04968,           0.0091253,           0.0015482,              0.7019,             0.57911,             0.61406,             0.36235,            0.028289,           0.0081695,           0.0075319,           0.0093491,           0.0093491,           0.0093491
                  54,            0.048552,           0.0090035,           0.0014834,             0.59422,             0.57698,             0.55855,             0.34139,            0.028307,           0.0080563,           0.0074577,           0.0093245,           0.0093245,           0.0093245
                  55,            0.048996,           0.0088915,           0.0015797,             0.61034,              0.7344,             0.55779,             0.34699,            0.028311,           0.0082377,           0.0051823,           0.0092995,           0.0092995,           0.0092995
                  56,            0.049166,           0.0089089,           0.0015067,             0.59537,              0.6881,             0.54895,             0.33192,            0.029205,           0.0081291,           0.0052744,            0.009274,            0.009274,            0.009274
                  57,            0.049018,            0.008773,           0.0016111,             0.63534,             0.65046,             0.56451,             0.33336,            0.029492,            0.008879,           0.0087109,           0.0092481,           0.0092481,           0.0092481
                  58,            0.048993,           0.0089662,           0.0015426,             0.60984,             0.66724,             0.60217,              0.3564,            0.028461,           0.0080501,           0.0050051,           0.0092219,           0.0092219,           0.0092219
                  59,            0.048737,           0.0089295,           0.0015178,             0.67521,             0.48039,             0.55573,             0.34401,            0.028659,           0.0083885,           0.0066668,           0.0091952,           0.0091952,           0.0091952
                  60,            0.048589,           0.0087711,           0.0014882,             0.58656,              0.6472,             0.56908,             0.35437,            0.027539,            0.008111,           0.0051299,           0.0091681,           0.0091681,           0.0091681
                  61,            0.048989,           0.0090332,           0.0017753,              0.5975,               0.684,             0.62534,              0.3592,            0.029164,           0.0076999,           0.0017466,           0.0091406,           0.0091406,           0.0091406
                  62,              0.0486,            0.008747,            0.001582,             0.62679,             0.65546,             0.59195,             0.35434,            0.028626,           0.0081663,           0.0048655,           0.0091127,           0.0091127,           0.0091127
                  63,            0.048571,           0.0088989,            0.001486,             0.74738,             0.58016,             0.64401,             0.37998,             0.02829,            0.007886,            0.003559,           0.0090844,           0.0090844,           0.0090844
                  64,            0.048928,           0.0088926,           0.0015487,             0.62067,             0.69106,             0.63375,              0.3739,            0.028277,            0.007709,           0.0026769,           0.0090557,           0.0090557,           0.0090557
                  65,            0.048419,           0.0086604,           0.0014437,              0.7105,              0.5515,             0.60364,             0.37061,            0.028313,            0.007731,           0.0050794,           0.0090266,           0.0090266,           0.0090266
                  66,            0.048267,            0.008757,           0.0013479,             0.61268,               0.606,             0.60264,             0.37035,            0.027527,           0.0076425,            0.005737,           0.0089972,           0.0089972,           0.0089972
                  67,             0.04877,           0.0089416,           0.0014889,             0.72535,              0.5097,             0.60718,             0.36533,            0.028242,           0.0078765,           0.0076877,           0.0089673,           0.0089673,           0.0089673
                  68,            0.048193,           0.0087533,           0.0016971,             0.78461,             0.54108,             0.63937,             0.37837,            0.028205,           0.0080367,            0.007748,           0.0089371,           0.0089371,           0.0089371
                  69,            0.048329,           0.0088151,           0.0013566,             0.62913,             0.67891,              0.6114,             0.37263,            0.027376,           0.0076373,           0.0062679,           0.0089065,           0.0089065,           0.0089065
                  70,             0.04776,            0.008615,           0.0013874,             0.70332,             0.59518,             0.61905,             0.37012,            0.027668,           0.0077032,           0.0053868,           0.0088755,           0.0088755,           0.0088755
                  71,            0.048644,           0.0088584,            0.001412,             0.70419,             0.58569,             0.64244,             0.37692,            0.028357,           0.0075522,           0.0043121,           0.0088442,           0.0088442,           0.0088442
                  72,            0.048143,           0.0088089,           0.0015736,             0.76705,             0.57289,             0.65139,             0.38072,            0.027721,           0.0075305,           0.0042671,           0.0088124,           0.0088124,           0.0088124
                  73,            0.048187,           0.0089337,           0.0014237,             0.64632,             0.63195,             0.63844,             0.38116,            0.027348,           0.0077402,           0.0045238,           0.0087804,           0.0087804,           0.0087804
                  74,            0.048351,           0.0088443,           0.0015463,             0.61201,             0.65382,              0.6066,             0.36199,            0.027857,           0.0078511,           0.0047563,           0.0087479,           0.0087479,           0.0087479
                  75,            0.048198,           0.0090154,           0.0016273,             0.61782,              0.6747,             0.62492,             0.37253,            0.027402,           0.0077592,           0.0034745,           0.0087151,           0.0087151,           0.0087151
                  76,            0.047921,           0.0086591,           0.0014019,             0.77623,             0.58381,             0.64109,              0.3788,            0.027208,            0.007839,           0.0041222,            0.008682,            0.008682,            0.008682
                  77,            0.047631,           0.0086937,           0.0013024,             0.74519,             0.60038,             0.64348,             0.37753,            0.027001,           0.0078105,           0.0043652,           0.0086485,           0.0086485,           0.0086485
                  78,            0.048385,           0.0087684,           0.0015162,             0.76767,             0.60747,             0.65622,             0.38172,            0.027185,           0.0077957,           0.0046869,           0.0086146,           0.0086146,           0.0086146
                  79,            0.047871,           0.0089382,           0.0013137,             0.67841,             0.62167,             0.65386,             0.38376,            0.027163,           0.0077362,           0.0031836,           0.0085805,           0.0085805,           0.0085805
                  80,            0.048262,           0.0089189,           0.0014674,             0.68041,             0.61015,              0.6424,             0.38041,            0.027003,           0.0076473,           0.0036065,           0.0085459,           0.0085459,           0.0085459
                  81,             0.04822,            0.008612,           0.0013123,             0.69786,             0.64334,             0.64386,             0.38185,            0.027193,           0.0077821,           0.0052801,           0.0085111,           0.0085111,           0.0085111
                  82,            0.048576,           0.0088137,           0.0015631,             0.68739,             0.64609,             0.64435,             0.38408,            0.027121,           0.0077707,           0.0060317,           0.0084759,           0.0084759,           0.0084759
                  83,            0.047882,           0.0088679,           0.0015058,             0.69299,             0.65065,             0.64876,             0.38314,            0.027143,           0.0077323,           0.0062773,           0.0084404,           0.0084404,           0.0084404
                  84,            0.048691,           0.0089838,           0.0015797,             0.65068,             0.65881,             0.64238,               0.386,            0.027224,            0.007808,           0.0054586,           0.0084046,           0.0084046,           0.0084046
                  85,            0.048106,           0.0089304,           0.0015117,             0.65064,             0.66275,             0.64706,             0.38682,            0.027039,           0.0077831,           0.0052432,           0.0083684,           0.0083684,           0.0083684
                  86,            0.047904,           0.0087145,           0.0014529,             0.70129,             0.60684,             0.65019,             0.39029,            0.026922,           0.0078227,            0.005228,           0.0083319,           0.0083319,           0.0083319
                  87,            0.047504,           0.0089756,           0.0014076,               0.738,             0.59887,             0.66009,             0.39487,            0.026847,           0.0077535,           0.0050366,           0.0082952,           0.0082952,           0.0082952
                  88,            0.048305,           0.0090027,           0.0015766,             0.78251,             0.57692,             0.65888,             0.39301,            0.027037,           0.0077298,           0.0051632,           0.0082581,           0.0082581,           0.0082581
                  89,            0.047669,           0.0088322,           0.0012337,             0.78755,             0.57228,             0.66322,             0.39648,            0.027092,           0.0077374,           0.0043564,           0.0082207,           0.0082207,           0.0082207
                  90,            0.047557,           0.0085131,           0.0012785,             0.80992,             0.56548,             0.67061,             0.39813,            0.027075,           0.0077217,           0.0041231,            0.008183,            0.008183,            0.008183
                  91,             0.04811,           0.0088708,           0.0013649,             0.76685,             0.59858,             0.67268,             0.40141,            0.026941,           0.0076709,           0.0039124,            0.008145,            0.008145,            0.008145
                  92,            0.048196,           0.0088637,           0.0013493,             0.80351,             0.59048,             0.67576,             0.40429,            0.027014,           0.0076598,           0.0038599,           0.0081068,           0.0081068,           0.0081068
                  93,            0.047625,           0.0089221,           0.0013528,             0.78134,             0.61746,             0.68361,             0.40722,            0.026909,           0.0076229,           0.0039378,           0.0080682,           0.0080682,           0.0080682
                  94,            0.047122,            0.008618,           0.0013314,             0.73408,             0.67507,             0.68379,             0.40839,            0.026733,           0.0076102,           0.0043062,           0.0080294,           0.0080294,           0.0080294
                  95,            0.047973,           0.0089742,            0.001548,             0.74879,             0.65415,             0.68372,             0.40718,            0.026723,           0.0075736,           0.0043269,           0.0079903,           0.0079903,           0.0079903
                  96,            0.048122,           0.0089374,           0.0014319,             0.77027,             0.65246,             0.68553,             0.40824,            0.026734,           0.0076097,           0.0050059,           0.0079509,           0.0079509,           0.0079509
                  97,            0.047443,           0.0086722,           0.0014373,             0.78003,             0.64972,             0.69199,             0.40968,            0.026769,           0.0076199,           0.0048777,           0.0079112,           0.0079112,           0.0079112
                  98,            0.047872,           0.0087262,            0.001356,             0.75776,             0.64861,             0.68412,             0.40673,            0.026772,           0.0076078,           0.0049779,           0.0078713,           0.0078713,           0.0078713
                  99,            0.047559,           0.0087679,           0.0013569,             0.78249,              0.6246,             0.67836,             0.40376,            0.026844,           0.0076498,           0.0052215,           0.0078311,           0.0078311,           0.0078311
                 100,            0.047738,           0.0088622,           0.0014737,             0.78095,             0.62936,             0.67956,             0.40509,            0.026949,           0.0076416,           0.0053705,           0.0077907,           0.0077907,           0.0077907
                 101,            0.047363,           0.0087625,           0.0014112,             0.73898,             0.65661,             0.67389,             0.40297,            0.026988,            0.007611,           0.0055161,             0.00775,             0.00775,             0.00775
                 102,            0.047396,           0.0086793,           0.0013157,             0.77733,             0.61895,             0.67004,             0.40337,            0.026945,           0.0075861,           0.0053027,           0.0077091,           0.0077091,           0.0077091
                 103,            0.047867,            0.008919,           0.0014295,             0.75909,             0.63809,             0.67653,             0.40422,            0.026902,           0.0075529,           0.0050416,           0.0076679,           0.0076679,           0.0076679
                 104,            0.047986,           0.0087313,           0.0014023,             0.79104,             0.61513,             0.67561,             0.40388,            0.026917,           0.0075524,           0.0048187,           0.0076265,           0.0076265,           0.0076265
                 105,            0.048268,           0.0090032,           0.0015362,              0.7927,             0.61329,             0.67477,             0.40352,            0.026894,            0.007536,           0.0045966,           0.0075848,           0.0075848,           0.0075848
                 106,            0.047955,           0.0088662,           0.0013559,             0.78725,             0.62112,             0.67654,             0.40535,            0.026923,           0.0075523,           0.0045558,            0.007543,            0.007543,            0.007543
                 107,            0.047213,           0.0088087,           0.0012617,             0.78291,             0.62018,              0.6756,             0.40555,            0.026923,            0.007565,           0.0045357,           0.0075009,           0.0075009,           0.0075009
                 108,            0.047426,           0.0087762,           0.0014787,             0.78681,             0.60851,             0.66945,             0.40532,            0.026936,           0.0075853,           0.0046839,           0.0074585,           0.0074585,           0.0074585
                 109,            0.047444,            0.008875,           0.0013952,             0.78145,             0.62565,             0.67401,             0.40608,            0.026949,           0.0076081,           0.0047386,            0.007416,            0.007416,            0.007416
                 110,            0.046968,           0.0086038,           0.0011941,              0.7844,              0.6253,             0.67426,             0.40664,            0.026908,           0.0076093,           0.0047922,           0.0073733,           0.0073733,           0.0073733
                 111,            0.046891,            0.008709,           0.0013821,              0.7887,             0.62521,             0.67675,             0.40842,            0.026839,           0.0076196,           0.0048816,           0.0073303,           0.0073303,           0.0073303
                 112,            0.047791,           0.0088611,           0.0013198,             0.79177,             0.62384,             0.67747,             0.40978,            0.026803,           0.0076068,            0.004914,           0.0072872,           0.0072872,           0.0072872
                 113,            0.046564,           0.0085398,            0.001351,             0.79913,             0.61864,             0.68112,             0.40997,            0.026857,           0.0076093,           0.0047889,           0.0072438,           0.0072438,           0.0072438
                 114,            0.046911,            0.008721,             0.00144,             0.79396,             0.62734,             0.68494,             0.41175,            0.026839,           0.0076067,           0.0046973,           0.0072003,           0.0072003,           0.0072003
                 115,            0.046739,           0.0087274,           0.0011748,             0.79226,             0.62524,             0.68285,             0.40996,            0.026796,           0.0076087,           0.0045678,           0.0071566,           0.0071566,           0.0071566
                 116,            0.047207,            0.008597,           0.0014622,             0.77916,              0.6333,             0.68317,             0.41033,            0.026806,           0.0076059,           0.0046883,           0.0071127,           0.0071127,           0.0071127
                 117,            0.046968,           0.0085476,           0.0013293,             0.78895,              0.6332,             0.68357,             0.41151,            0.026812,            0.007604,           0.0046763,           0.0070686,           0.0070686,           0.0070686
                 118,            0.046832,           0.0086539,           0.0013259,              0.7952,             0.61277,             0.68011,             0.41067,            0.026798,           0.0076112,           0.0047277,           0.0070243,           0.0070243,           0.0070243
                 119,              0.0472,           0.0088423,           0.0013181,             0.74823,             0.62383,             0.67507,             0.40955,             0.02679,           0.0076148,           0.0048069,           0.0069799,           0.0069799,           0.0069799
                 120,            0.047047,           0.0088182,            0.001355,             0.74631,             0.61081,             0.67265,             0.40984,            0.026775,           0.0076436,           0.0049598,           0.0069353,           0.0069353,           0.0069353
                 121,            0.047722,           0.0088442,           0.0014401,             0.72543,             0.60841,              0.6681,             0.40878,            0.026777,           0.0076521,           0.0050744,           0.0068906,           0.0068906,           0.0068906
                 122,            0.046879,           0.0085833,           0.0012456,             0.75244,             0.57932,             0.66352,             0.40678,            0.026774,           0.0076606,            0.005141,           0.0068457,           0.0068457,           0.0068457
                 123,             0.04758,           0.0086121,           0.0012557,             0.65881,             0.67718,             0.66165,             0.40516,            0.026762,            0.007652,            0.005153,           0.0068006,           0.0068006,           0.0068006
                 124,            0.046368,           0.0084219,           0.0012445,             0.65782,             0.67718,             0.65802,              0.4034,            0.026774,           0.0076608,           0.0052115,           0.0067555,           0.0067555,           0.0067555
                 125,            0.046819,           0.0085495,            0.001238,             0.65562,             0.67951,              0.6558,             0.40269,            0.026789,           0.0076739,           0.0052814,           0.0067101,           0.0067101,           0.0067101
                 126,            0.046664,           0.0085994,           0.0013876,             0.65437,               0.677,             0.65458,             0.40166,            0.026761,           0.0076695,           0.0053094,           0.0066647,           0.0066647,           0.0066647
                 127,            0.046451,           0.0084844,           0.0012309,              0.6554,             0.66927,             0.65435,             0.40236,             0.02675,           0.0076628,           0.0053275,           0.0066191,           0.0066191,           0.0066191
                 128,            0.046843,           0.0085432,           0.0013236,             0.65294,             0.67788,             0.65524,             0.40185,            0.026765,           0.0076512,           0.0053689,           0.0065734,           0.0065734,           0.0065734
                 129,            0.046562,           0.0085528,           0.0013537,             0.65159,             0.67839,             0.65635,             0.40284,            0.026747,           0.0076382,            0.005337,           0.0065276,           0.0065276,           0.0065276
                 130,            0.046763,           0.0085607,           0.0014594,             0.76293,              0.5715,             0.65941,             0.40415,            0.026726,           0.0076371,           0.0053384,           0.0064816,           0.0064816,           0.0064816
                 131,            0.046585,           0.0084894,           0.0013569,             0.76913,             0.57593,             0.66188,             0.40548,            0.026703,           0.0076348,           0.0053596,           0.0064356,           0.0064356,           0.0064356
                 132,            0.046417,           0.0083489,           0.0013192,              0.7738,             0.57266,             0.66189,             0.40629,             0.02671,           0.0076336,           0.0052933,           0.0063895,           0.0063895,           0.0063895
                 133,            0.046629,             0.00874,           0.0012575,              0.7592,             0.57369,             0.66083,             0.40497,            0.026698,           0.0076349,           0.0052956,           0.0063432,           0.0063432,           0.0063432
                 134,            0.046149,           0.0084039,           0.0012698,              0.7596,             0.57371,             0.66146,             0.40675,            0.026689,           0.0076341,           0.0052672,           0.0062969,           0.0062969,           0.0062969
                 135,            0.046428,           0.0085791,           0.0014415,             0.65932,             0.67823,              0.6616,             0.40595,            0.026682,           0.0076316,           0.0052643,           0.0062505,           0.0062505,           0.0062505
                 136,            0.046309,           0.0086898,           0.0013388,             0.65985,             0.67554,             0.65958,             0.40529,            0.026679,           0.0076322,           0.0053197,            0.006204,            0.006204,            0.006204
                 137,            0.046393,           0.0084901,           0.0011436,             0.65794,             0.67823,             0.65862,             0.40519,            0.026665,           0.0076364,           0.0052881,           0.0061574,           0.0061574,           0.0061574
                 138,            0.046663,           0.0085207,           0.0013089,             0.74572,             0.57979,             0.65936,              0.4057,            0.026649,           0.0076362,           0.0052736,           0.0061107,           0.0061107,           0.0061107
                 139,            0.046129,           0.0086911,           0.0012515,             0.73978,             0.58452,             0.66055,             0.40597,            0.026643,           0.0076427,            0.005276,            0.006064,            0.006064,            0.006064
                 140,            0.046383,           0.0086161,           0.0013205,             0.72578,             0.59851,             0.66144,             0.40677,            0.026625,           0.0076421,            0.005286,           0.0060172,           0.0060172,           0.0060172
                 141,            0.045749,           0.0085475,           0.0013556,             0.72247,             0.59844,             0.66113,             0.40661,            0.026605,           0.0076461,           0.0053385,           0.0059704,           0.0059704,           0.0059704
                 142,            0.046206,           0.0084859,           0.0013668,             0.72387,             0.59859,             0.66118,             0.40643,            0.026606,           0.0076465,           0.0053594,           0.0059235,           0.0059235,           0.0059235
                 143,            0.045702,            0.008496,           0.0011046,             0.67313,             0.65898,             0.66069,             0.40566,            0.026599,           0.0076545,           0.0054391,           0.0058766,           0.0058766,           0.0058766
                 144,            0.046196,           0.0086162,           0.0013295,             0.66744,             0.66979,             0.66101,              0.4062,            0.026585,           0.0076589,           0.0054828,           0.0058296,           0.0058296,           0.0058296
                 145,            0.046314,           0.0085491,           0.0012263,             0.67029,             0.66955,             0.66244,             0.40699,            0.026581,           0.0076619,           0.0054906,           0.0057826,           0.0057826,           0.0057826
                 146,            0.046217,           0.0084096,           0.0012329,             0.72274,             0.60432,             0.66381,             0.40739,            0.026579,           0.0076655,           0.0055021,           0.0057355,           0.0057355,           0.0057355
                 147,            0.046196,            0.008626,           0.0011485,              0.7398,             0.59528,             0.66521,             0.40794,            0.026578,           0.0076691,           0.0054965,           0.0056884,           0.0056884,           0.0056884
                 148,            0.045914,            0.008354,           0.0012338,             0.73828,             0.59546,             0.66613,             0.40757,            0.026587,           0.0076736,            0.005514,           0.0056413,           0.0056413,           0.0056413
                 149,            0.045511,           0.0082836,           0.0012787,             0.74253,              0.5947,             0.66723,             0.40766,            0.026589,           0.0076773,           0.0055582,           0.0055942,           0.0055942,           0.0055942
                 150,            0.045419,           0.0085112,           0.0013713,             0.74782,             0.58662,             0.66552,             0.40752,            0.026595,           0.0076709,           0.0054919,           0.0055471,           0.0055471,           0.0055471
                 151,            0.045633,           0.0083752,           0.0010007,             0.67536,             0.66652,             0.66486,             0.40688,            0.026579,           0.0076787,           0.0054948,              0.0055,              0.0055,              0.0055
                 152,            0.045974,           0.0085747,           0.0012479,               0.677,             0.66585,               0.664,             0.40467,            0.026584,           0.0076848,           0.0054863,           0.0054529,           0.0054529,           0.0054529
                 153,            0.046299,           0.0085819,           0.0014186,              0.6743,             0.66571,             0.66272,             0.40584,            0.026588,           0.0076859,           0.0055161,           0.0054058,           0.0054058,           0.0054058
                 154,              0.0458,           0.0084911,           0.0013682,             0.66965,             0.67198,             0.66472,             0.40682,            0.026574,           0.0076883,           0.0055417,           0.0053587,           0.0053587,           0.0053587
                 155,            0.045372,           0.0086044,           0.0012225,             0.67678,             0.66285,               0.665,             0.40748,            0.026564,            0.007691,           0.0055364,           0.0053116,           0.0053116,           0.0053116
