               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.045546,            0.008627,           0.0011522,             0.66997,              0.6715,              0.6654,              0.4069,            0.026572,           0.0076966,           0.0055531,           0.0052645,           0.0052645,           0.0052645
                 157,             0.04552,           0.0084138,           0.0012106,             0.67042,             0.66885,             0.66455,             0.40683,            0.026572,           0.0076992,           0.0055441,           0.0052174,           0.0052174,           0.0052174
                 158,            0.045685,           0.0085006,           0.0012266,             0.67812,             0.65725,             0.66405,             0.40604,            0.026575,           0.0076986,           0.0055071,           0.0051704,           0.0051704,           0.0051704
                 159,            0.045911,           0.0086576,           0.0010852,             0.70204,              0.6259,             0.66386,             0.40482,            0.026574,           0.0076983,           0.0054703,           0.0051234,           0.0051234,           0.0051234
                 160,            0.045747,           0.0083777,           0.0010569,             0.67281,             0.66584,             0.66254,             0.40518,            0.026572,           0.0076967,           0.0054676,           0.0050765,           0.0050765,           0.0050765
                 161,            0.044938,           0.0083856,           0.0013686,             0.67117,             0.66625,             0.66186,             0.40422,            0.026577,           0.0076938,           0.0054332,           0.0050296,           0.0050296,           0.0050296
                 162,            0.045402,           0.0084099,           0.0012267,             0.67318,             0.66575,             0.66124,               0.405,            0.026572,            0.007689,           0.0054033,           0.0049828,           0.0049828,           0.0049828
                 163,            0.045954,           0.0084439,           0.0010464,             0.67243,             0.66661,             0.66055,             0.40468,            0.026569,           0.0076856,           0.0053371,            0.004936,            0.004936,            0.004936
                 164,            0.045567,              0.0084,            0.001229,             0.66942,             0.67188,             0.66155,             0.40476,             0.02658,           0.0076907,           0.0053102,           0.0048893,           0.0048893,           0.0048893
                 165,            0.044978,           0.0084661,           0.0012712,             0.66918,              0.6718,             0.66302,             0.40523,            0.026583,            0.007689,           0.0052805,           0.0048426,           0.0048426,           0.0048426
                 166,            0.045739,           0.0085773,           0.0012077,             0.67123,             0.67097,             0.66311,             0.40499,            0.026584,           0.0076833,           0.0052255,            0.004796,            0.004796,            0.004796
                 167,            0.045688,           0.0086515,           0.0012038,             0.70409,             0.62688,             0.66497,             0.40563,            0.026587,           0.0076862,           0.0051907,           0.0047495,           0.0047495,           0.0047495
                 168,            0.045154,           0.0086192,           0.0010313,             0.70796,               0.626,              0.6666,             0.40682,            0.026579,            0.007692,           0.0052083,           0.0047031,           0.0047031,           0.0047031
                 169,            0.045213,            0.008271,           0.0012476,             0.70924,             0.62587,             0.66853,             0.40621,            0.026591,           0.0076971,           0.0052484,           0.0046568,           0.0046568,           0.0046568
                 170,            0.045065,           0.0084576,           0.0009235,             0.71208,             0.62496,             0.66939,             0.40696,            0.026598,           0.0077032,              0.0053,           0.0046105,           0.0046105,           0.0046105
                 171,            0.045103,           0.0083398,           0.0013384,              0.7202,             0.62521,             0.67067,             0.40822,            0.026599,           0.0077005,           0.0052988,           0.0045644,           0.0045644,           0.0045644
                 172,            0.045504,           0.0085961,           0.0012532,             0.71524,              0.6253,             0.67069,             0.40842,              0.0266,           0.0077029,           0.0052899,           0.0045184,           0.0045184,           0.0045184
                 173,            0.044989,           0.0084394,           0.0010406,             0.72555,             0.62456,             0.67346,             0.41042,            0.026605,             0.00771,           0.0053262,           0.0044724,           0.0044724,           0.0044724
                 174,            0.045321,           0.0082318,           0.0012177,             0.72069,             0.62531,              0.6737,             0.41015,            0.026598,           0.0077074,           0.0053293,           0.0044266,           0.0044266,           0.0044266
                 175,            0.045349,           0.0086226,           0.0010133,             0.72479,             0.62171,             0.67426,             0.41078,            0.026582,           0.0077068,           0.0053687,           0.0043809,           0.0043809,           0.0043809
                 176,            0.044939,            0.008513,           0.0010582,             0.72815,             0.61879,             0.67286,             0.41051,            0.026583,           0.0077055,           0.0054108,           0.0043353,           0.0043353,           0.0043353
                 177,            0.044939,           0.0084342,           0.0011397,             0.80907,               0.571,             0.67348,             0.41093,            0.026594,             0.00771,           0.0054486,           0.0042899,           0.0042899,           0.0042899
                 178,            0.044935,           0.0083802,           0.0011171,             0.79025,             0.57487,             0.67263,             0.41006,             0.02659,           0.0077069,           0.0054298,           0.0042445,           0.0042445,           0.0042445
                 179,            0.044787,           0.0081152,           0.0011137,             0.80573,             0.57093,             0.67384,             0.41101,            0.026586,           0.0077096,           0.0054564,           0.0041994,           0.0041994,           0.0041994
                 180,            0.044441,           0.0082438,          0.00099996,             0.82453,             0.56812,             0.67431,             0.41095,            0.026599,           0.0077119,           0.0054815,           0.0041543,           0.0041543,           0.0041543
                 181,            0.045448,           0.0086613,           0.0011877,             0.83488,             0.56564,             0.67229,             0.41161,             0.02659,           0.0077192,           0.0055083,           0.0041094,           0.0041094,           0.0041094
                 182,            0.044493,           0.0083341,           0.0010719,             0.85011,             0.56539,             0.67515,              0.4127,             0.02658,           0.0077219,           0.0055318,           0.0040647,           0.0040647,           0.0040647
                 183,            0.045015,            0.008382,          0.00099375,             0.86272,              0.5614,              0.6756,             0.41352,            0.026567,           0.0077355,           0.0055511,           0.0040201,           0.0040201,           0.0040201
                 184,            0.045277,           0.0085263,           0.0010727,             0.85802,             0.56449,             0.67728,             0.41397,            0.026566,           0.0077396,           0.0055714,           0.0039757,           0.0039757,           0.0039757
                 185,            0.044832,           0.0084584,            0.001148,             0.86417,             0.56288,             0.67754,             0.41396,            0.026584,           0.0077481,           0.0056145,           0.0039314,           0.0039314,           0.0039314
                 186,            0.045174,           0.0083468,          0.00098832,             0.86385,             0.56273,              0.6778,             0.41403,            0.026576,           0.0077596,           0.0056105,           0.0038873,           0.0038873,           0.0038873
                 187,            0.044197,           0.0082256,            0.001099,             0.84006,             0.56818,             0.67816,              0.4137,            0.026579,           0.0077666,           0.0055897,           0.0038434,           0.0038434,           0.0038434
                 188,            0.044828,            0.008419,           0.0012005,             0.84008,             0.56784,             0.67879,             0.41465,            0.026584,           0.0077724,           0.0055538,           0.0037997,           0.0037997,           0.0037997
                 189,            0.044549,           0.0083721,           0.0010797,             0.85261,             0.56688,             0.67933,             0.41479,            0.026574,            0.007781,           0.0055421,           0.0037562,           0.0037562,           0.0037562
                 190,            0.044606,           0.0083449,           0.0010413,             0.85561,               0.567,             0.68138,              0.4158,            0.026584,           0.0077827,           0.0055165,           0.0037128,           0.0037128,           0.0037128
                 191,            0.044877,           0.0082599,           0.0011593,             0.86552,             0.56383,             0.68301,             0.41602,            0.026578,           0.0077901,           0.0055027,           0.0036697,           0.0036697,           0.0036697
                 192,            0.044609,           0.0083668,           0.0010942,             0.87043,             0.56372,             0.68361,              0.4157,             0.02659,           0.0077952,           0.0054695,           0.0036267,           0.0036267,           0.0036267
                 193,            0.044167,           0.0083283,           0.0010876,             0.86698,             0.56654,             0.68661,             0.41584,            0.026593,           0.0078029,           0.0054154,            0.003584,            0.003584,            0.003584
                 194,            0.044219,           0.0082476,           0.0010521,              0.8777,             0.56587,             0.68798,             0.41651,            0.026596,           0.0078129,           0.0053599,           0.0035415,           0.0035415,           0.0035415
                 195,            0.044486,           0.0081701,          0.00094892,             0.82526,              0.5862,             0.69085,             0.41771,            0.026607,           0.0078249,            0.005355,           0.0034991,           0.0034991,           0.0034991
                 196,            0.044707,           0.0084993,           0.0010477,             0.83448,             0.58564,             0.69263,             0.41842,              0.0266,           0.0078388,           0.0053545,            0.003457,            0.003457,            0.003457
                 197,             0.04419,           0.0084244,           0.0011115,             0.84371,             0.58617,             0.69355,             0.41838,            0.026612,           0.0078455,           0.0052978,           0.0034152,           0.0034152,           0.0034152
                 198,            0.043789,            0.008446,          0.00088881,             0.84703,              0.5879,             0.69404,             0.41774,            0.026621,           0.0078594,           0.0052431,           0.0033735,           0.0033735,           0.0033735
                 199,            0.044577,           0.0083837,          0.00099608,             0.85596,             0.58783,              0.6946,             0.41752,             0.02663,           0.0078684,           0.0051921,           0.0033321,           0.0033321,           0.0033321
                 200,            0.044163,           0.0083111,            0.001071,             0.85195,             0.59307,             0.69501,             0.41825,             0.02662,           0.0078759,           0.0051619,           0.0032909,           0.0032909,           0.0032909
                 201,            0.043561,           0.0082051,           0.0011769,             0.85457,             0.59291,              0.6959,             0.41884,            0.026617,           0.0078886,           0.0051498,             0.00325,             0.00325,             0.00325
                 202,            0.043814,           0.0083783,           0.0010227,             0.85551,             0.59247,             0.69793,             0.41961,             0.02663,           0.0078942,           0.0051522,           0.0032093,           0.0032093,           0.0032093
                 203,            0.043773,           0.0082726,          0.00092877,             0.86932,             0.59112,             0.69924,             0.41971,            0.026629,           0.0079065,           0.0051454,           0.0031689,           0.0031689,           0.0031689
                 204,            0.043571,           0.0082786,           0.0010713,             0.84366,             0.60405,             0.70053,             0.41977,            0.026626,           0.0079109,           0.0051546,           0.0031287,           0.0031287,           0.0031287
                 205,            0.043661,           0.0081978,            0.001007,             0.84475,             0.60331,             0.70149,             0.42002,            0.026624,           0.0079227,           0.0051655,           0.0030888,           0.0030888,           0.0030888
                 206,            0.044055,            0.008263,          0.00090747,             0.84702,             0.60288,             0.70334,             0.42082,            0.026631,           0.0079266,            0.005153,           0.0030491,           0.0030491,           0.0030491
                 207,            0.044156,           0.0082718,          0.00098349,              0.8056,             0.62822,              0.7039,             0.42064,            0.026618,           0.0079423,           0.0051455,           0.0030097,           0.0030097,           0.0030097
                 208,            0.043426,            0.008155,           0.0010798,             0.82421,             0.61644,             0.70512,             0.42097,            0.026622,           0.0079575,           0.0051761,           0.0029706,           0.0029706,           0.0029706
                 209,            0.043721,           0.0083412,           0.0010677,             0.81744,             0.62045,             0.70507,             0.42077,            0.026618,           0.0079692,           0.0051839,           0.0029318,           0.0029318,           0.0029318
                 210,            0.043203,           0.0082084,          0.00096237,             0.82841,             0.61217,             0.70531,             0.42169,            0.026615,             0.00798,           0.0052028,           0.0028932,           0.0028932,           0.0028932
                 211,            0.043517,           0.0082678,          0.00086774,             0.83296,             0.61145,             0.70568,             0.42106,            0.026601,           0.0079972,           0.0052456,            0.002855,            0.002855,            0.002855
                 212,            0.043729,           0.0083228,           0.0010201,              0.8107,             0.62495,             0.70602,             0.42155,            0.026597,           0.0080126,           0.0052609,            0.002817,            0.002817,            0.002817
                 213,            0.043627,           0.0084286,           0.0010894,             0.82856,             0.61597,             0.70556,             0.42096,            0.026601,           0.0080246,           0.0052493,           0.0027793,           0.0027793,           0.0027793
                 214,            0.043358,           0.0079345,           0.0010514,             0.82694,             0.61576,             0.70538,             0.42167,            0.026584,           0.0080455,           0.0052472,           0.0027419,           0.0027419,           0.0027419
                 215,            0.043385,           0.0080872,          0.00084506,             0.82621,             0.62054,             0.70652,             0.42186,            0.026579,            0.008064,           0.0052542,           0.0027048,           0.0027048,           0.0027048
                 216,            0.043465,            0.008254,          0.00093897,             0.81832,             0.62613,             0.70707,             0.42255,            0.026572,           0.0080778,           0.0052715,           0.0026681,           0.0026681,           0.0026681
                 217,            0.043389,           0.0082828,          0.00099209,             0.79408,             0.64155,             0.70745,             0.42283,            0.026562,           0.0080989,           0.0053014,           0.0026316,           0.0026316,           0.0026316
                 218,            0.043023,           0.0083272,          0.00095956,             0.78972,             0.64745,             0.70891,               0.423,            0.026557,           0.0081092,           0.0053282,           0.0025954,           0.0025954,           0.0025954
                 219,             0.04318,           0.0081555,          0.00099988,             0.82237,             0.62922,             0.70928,             0.42261,            0.026545,           0.0081337,           0.0053559,           0.0025596,           0.0025596,           0.0025596
                 220,            0.042778,           0.0082181,          0.00098265,             0.82821,             0.62364,             0.70954,             0.42281,            0.026531,           0.0081457,           0.0053624,           0.0025241,           0.0025241,           0.0025241
                 221,            0.042958,           0.0081386,          0.00078219,             0.83167,              0.6253,             0.71061,             0.42343,            0.026511,           0.0081701,           0.0054099,           0.0024889,           0.0024889,           0.0024889
                 222,            0.042595,           0.0081374,          0.00099936,             0.83254,             0.62252,             0.71054,              0.4232,            0.026494,           0.0081857,           0.0054093,           0.0024541,           0.0024541,           0.0024541
                 223,            0.042609,           0.0079377,           0.0010368,             0.82586,             0.62743,             0.71127,             0.42478,            0.026488,           0.0082013,           0.0054282,           0.0024195,           0.0024195,           0.0024195
                 224,            0.043059,           0.0081832,          0.00087885,             0.82888,             0.63007,             0.71213,             0.42522,             0.02647,           0.0082309,           0.0054386,           0.0023854,           0.0023854,           0.0023854
                 225,            0.042948,            0.008154,          0.00084286,             0.83654,             0.62941,             0.71343,             0.42543,            0.026464,           0.0082558,           0.0054448,           0.0023515,           0.0023515,           0.0023515
                 226,            0.042639,           0.0080156,           0.0010774,             0.82533,             0.63646,             0.71368,             0.42603,            0.026452,           0.0082812,           0.0054363,            0.002318,            0.002318,            0.002318
                 227,            0.043521,           0.0083236,          0.00095306,             0.82537,             0.63941,             0.71516,             0.42578,            0.026438,            0.008299,           0.0054523,           0.0022849,           0.0022849,           0.0022849
                 228,            0.042311,           0.0079099,           0.0009374,             0.83226,             0.63602,             0.71611,             0.42689,            0.026416,           0.0083227,           0.0054706,           0.0022521,           0.0022521,           0.0022521
                 229,            0.042974,           0.0083679,          0.00091636,             0.82939,             0.64131,             0.71745,             0.42723,            0.026397,           0.0083394,           0.0054743,           0.0022196,           0.0022196,           0.0022196
                 230,            0.042347,           0.0080618,          0.00093608,             0.83261,             0.64213,             0.72055,              0.4277,            0.026374,           0.0083616,           0.0054973,           0.0021876,           0.0021876,           0.0021876
                 231,            0.042614,           0.0081178,          0.00087592,             0.82531,             0.64592,             0.72185,             0.42905,            0.026353,           0.0083771,           0.0054612,           0.0021558,           0.0021558,           0.0021558
                 232,            0.042747,           0.0082805,          0.00085146,              0.8426,             0.63076,             0.72028,             0.42865,            0.026337,           0.0083994,           0.0054768,           0.0021245,           0.0021245,           0.0021245
                 233,            0.042354,            0.008143,          0.00078387,             0.80219,             0.66366,             0.72112,             0.42872,            0.026322,            0.008422,           0.0054811,           0.0020935,           0.0020935,           0.0020935
                 234,            0.041919,           0.0080121,          0.00085509,             0.80839,             0.65951,             0.72166,             0.42942,            0.026327,           0.0084401,           0.0054595,           0.0020629,           0.0020629,           0.0020629
                 235,             0.04271,            0.008403,          0.00099297,             0.80747,             0.65935,               0.722,             0.42931,            0.026317,           0.0084597,           0.0054421,           0.0020327,           0.0020327,           0.0020327
                 236,            0.042496,           0.0080715,          0.00083999,             0.80969,             0.65864,              0.7219,              0.4287,             0.02632,           0.0084808,           0.0054461,           0.0020028,           0.0020028,           0.0020028
                 237,            0.042836,           0.0081249,              0.0009,             0.80978,             0.65821,             0.72223,             0.42924,            0.026302,           0.0085042,           0.0054405,           0.0019734,           0.0019734,           0.0019734
                 238,            0.041947,           0.0080177,          0.00070923,             0.80867,             0.66052,             0.72263,             0.42911,            0.026292,           0.0085266,           0.0054193,           0.0019443,           0.0019443,           0.0019443
                 239,            0.042409,           0.0080619,          0.00088207,             0.81577,             0.65667,             0.72669,             0.43142,            0.026277,           0.0085505,           0.0053993,           0.0019156,           0.0019156,           0.0019156
                 240,            0.042227,           0.0079681,          0.00075097,             0.81611,             0.65561,              0.7266,             0.43181,            0.026276,           0.0085677,             0.00538,           0.0018873,           0.0018873,           0.0018873
                 241,             0.04255,           0.0080786,          0.00095256,             0.81363,             0.65563,             0.72738,             0.43216,            0.026278,           0.0085933,           0.0053888,           0.0018594,           0.0018594,           0.0018594
                 242,            0.042041,           0.0078387,           0.0008323,             0.81313,             0.65219,             0.72582,             0.43272,             0.02627,            0.008621,           0.0054078,           0.0018319,           0.0018319,           0.0018319
                 243,            0.042255,           0.0079246,          0.00086602,             0.81946,             0.64603,              0.7262,             0.43343,             0.02627,           0.0086482,           0.0054044,           0.0018048,           0.0018048,           0.0018048
                 244,            0.042071,           0.0080454,            0.000839,             0.82051,             0.65056,             0.72856,             0.43345,            0.026276,           0.0086733,           0.0053789,           0.0017781,           0.0017781,           0.0017781
                 245,            0.041745,           0.0080279,          0.00094727,             0.81953,             0.64819,             0.72671,             0.43265,            0.026272,           0.0086947,           0.0053741,           0.0017519,           0.0017519,           0.0017519
                 246,            0.042286,           0.0080847,          0.00081204,              0.8193,             0.64764,             0.72716,             0.43351,            0.026265,           0.0087163,            0.005381,            0.001726,            0.001726,            0.001726
                 247,            0.042097,           0.0081272,          0.00073683,             0.82159,             0.65021,             0.72994,             0.43425,            0.026255,           0.0087337,            0.005386,           0.0017005,           0.0017005,           0.0017005
                 248,            0.042223,           0.0081951,          0.00081702,             0.80055,              0.6652,             0.72876,             0.43385,            0.026247,           0.0087598,            0.005391,           0.0016755,           0.0016755,           0.0016755
                 249,            0.042222,           0.0081134,          0.00085059,             0.79692,             0.66733,             0.72977,             0.43544,            0.026247,           0.0087875,           0.0053938,           0.0016509,           0.0016509,           0.0016509
                 250,            0.042525,            0.008278,          0.00083983,             0.77919,              0.6866,             0.72698,             0.43546,            0.026241,           0.0088193,           0.0053868,           0.0016267,           0.0016267,           0.0016267
                 251,             0.04191,           0.0081656,            0.000778,             0.77992,             0.69128,             0.72713,             0.43616,            0.026248,           0.0088408,           0.0054055,           0.0016029,           0.0016029,           0.0016029
                 252,            0.041776,           0.0078748,          0.00092119,             0.78429,             0.68952,             0.73001,             0.43631,            0.026255,           0.0088682,           0.0054438,           0.0015795,           0.0015795,           0.0015795
                 253,            0.042438,           0.0081159,          0.00095009,             0.78478,             0.68674,             0.72741,             0.43606,            0.026258,           0.0088912,           0.0054635,           0.0015566,           0.0015566,           0.0015566
                 254,            0.041574,           0.0078089,          0.00090509,             0.78615,             0.69197,             0.73094,             0.43739,            0.026255,           0.0089214,           0.0054708,           0.0015341,           0.0015341,           0.0015341
                 255,            0.041463,           0.0078713,          0.00078325,             0.78634,              0.6919,             0.73121,             0.43698,            0.026254,           0.0089412,           0.0054562,           0.0015121,           0.0015121,           0.0015121
                 256,            0.042105,           0.0081789,          0.00078413,             0.78647,             0.68998,             0.73178,             0.43684,            0.026252,           0.0089726,             0.00545,           0.0014905,           0.0014905,           0.0014905
                 257,            0.041615,           0.0078928,            0.000987,             0.78644,             0.68715,             0.72953,             0.43691,            0.026241,           0.0089925,           0.0054538,           0.0014693,           0.0014693,           0.0014693
                 258,            0.041798,           0.0079099,          0.00088262,             0.78559,             0.68926,             0.73182,             0.43699,             0.02625,           0.0090108,           0.0054513,           0.0014486,           0.0014486,           0.0014486
                 259,            0.041319,           0.0078968,          0.00083869,             0.79356,              0.6888,             0.73246,             0.43706,            0.026247,           0.0090268,           0.0054586,           0.0014283,           0.0014283,           0.0014283
                 260,            0.041248,           0.0079263,          0.00095806,             0.77755,             0.69796,             0.73221,             0.43768,            0.026258,           0.0090601,           0.0054613,           0.0014084,           0.0014084,           0.0014084
                 261,            0.041734,           0.0081154,          0.00084303,             0.77712,             0.69533,             0.72988,             0.43755,            0.026256,           0.0090813,           0.0054336,            0.001389,            0.001389,            0.001389
                 262,            0.041361,           0.0080599,          0.00069004,             0.77597,             0.69531,             0.72951,             0.43767,            0.026258,           0.0091079,           0.0054201,           0.0013701,           0.0013701,           0.0013701
                 263,            0.041661,           0.0080649,           0.0008531,             0.77456,             0.69669,             0.72993,             0.43777,            0.026256,           0.0091196,           0.0054189,           0.0013516,           0.0013516,           0.0013516
                 264,            0.041715,           0.0080548,           0.0007801,             0.78987,             0.67986,             0.73148,             0.43739,            0.026254,           0.0091486,           0.0054205,           0.0013336,           0.0013336,           0.0013336
                 265,            0.041521,           0.0080364,          0.00072929,             0.78943,             0.68029,             0.73127,              0.4382,            0.026248,           0.0091767,           0.0054243,            0.001316,            0.001316,            0.001316
                 266,            0.040944,           0.0078327,          0.00074861,             0.79204,             0.67584,             0.73136,             0.43804,            0.026254,           0.0092049,           0.0054441,           0.0012989,           0.0012989,           0.0012989
                 267,            0.041539,            0.007944,          0.00075664,             0.79837,             0.67294,             0.73165,             0.43919,            0.026255,           0.0092433,           0.0054712,           0.0012822,           0.0012822,           0.0012822
                 268,            0.041639,           0.0079248,          0.00083528,              0.7951,             0.67776,              0.7313,             0.43836,            0.026255,           0.0092758,           0.0054953,            0.001266,            0.001266,            0.001266
                 269,            0.041229,           0.0079972,          0.00072403,             0.79515,             0.67688,               0.731,             0.43782,            0.026251,           0.0092961,           0.0055245,           0.0012503,           0.0012503,           0.0012503
                 270,              0.0411,           0.0079927,           0.0009236,             0.79425,             0.67749,             0.73153,             0.43794,             0.02625,           0.0093226,           0.0055261,            0.001235,            0.001235,            0.001235
                 271,            0.041179,            0.007889,          0.00078785,              0.7973,             0.67647,              0.7319,             0.43801,            0.026249,           0.0093561,           0.0055486,           0.0012202,           0.0012202,           0.0012202
                 272,             0.04127,           0.0079294,          0.00092963,             0.79676,             0.67646,             0.73372,             0.43886,             0.02624,           0.0093719,           0.0055689,           0.0012059,           0.0012059,           0.0012059
                 273,            0.041592,           0.0081042,          0.00076947,             0.80112,             0.67209,             0.73258,             0.43777,            0.026242,           0.0094037,           0.0055696,           0.0011921,           0.0011921,           0.0011921
                 274,            0.040884,           0.0077843,           0.0009054,             0.79964,             0.67326,             0.73298,             0.43797,            0.026239,           0.0094443,           0.0055711,           0.0011787,           0.0011787,           0.0011787
                 275,            0.041119,            0.007905,          0.00077575,             0.79777,             0.67365,             0.73287,             0.43873,            0.026232,            0.009471,           0.0055471,           0.0011658,           0.0011658,           0.0011658
                 276,            0.041478,           0.0079435,          0.00077015,             0.79815,             0.67345,             0.73249,             0.43837,            0.026224,           0.0095037,           0.0055372,           0.0011533,           0.0011533,           0.0011533
                 277,            0.041098,           0.0078677,          0.00068102,             0.79866,             0.67302,             0.73239,              0.4388,            0.026229,           0.0095344,           0.0055403,           0.0011414,           0.0011414,           0.0011414
                 278,            0.041169,           0.0079533,          0.00077317,             0.80176,             0.67419,             0.73463,             0.43896,            0.026218,           0.0095653,           0.0055441,           0.0011299,           0.0011299,           0.0011299
                 279,            0.040798,           0.0078662,          0.00080276,             0.80143,             0.67138,             0.73239,             0.43785,            0.026205,           0.0095823,           0.0055362,           0.0011189,           0.0011189,           0.0011189
                 280,            0.041151,           0.0079842,          0.00082515,             0.79628,             0.67142,             0.73271,             0.43803,            0.026209,           0.0095964,           0.0055633,           0.0011084,           0.0011084,           0.0011084
                 281,            0.040699,           0.0076346,          0.00075408,             0.79731,             0.67332,             0.73188,             0.43912,            0.026196,           0.0096124,            0.005575,           0.0010983,           0.0010983,           0.0010983
                 282,            0.040671,           0.0078034,          0.00075605,             0.79455,             0.67372,             0.73129,             0.43833,            0.026182,           0.0096159,           0.0055828,           0.0010888,           0.0010888,           0.0010888
                 283,            0.041014,           0.0079054,          0.00084691,             0.79736,             0.67655,              0.7346,             0.43925,            0.026174,           0.0096423,           0.0055832,           0.0010797,           0.0010797,           0.0010797
                 284,            0.040602,           0.0078126,          0.00084692,             0.79918,             0.67929,             0.73687,             0.43875,            0.026179,           0.0096522,           0.0055894,           0.0010711,           0.0010711,           0.0010711
                 285,            0.040719,           0.0079256,          0.00081259,             0.82079,             0.65886,             0.73717,             0.43969,            0.026172,            0.009668,            0.005591,            0.001063,            0.001063,            0.001063
                 286,            0.041061,           0.0079123,          0.00079327,             0.82061,             0.65815,             0.73765,             0.44027,            0.026174,           0.0096885,           0.0055988,           0.0010554,           0.0010554,           0.0010554
                 287,            0.040732,           0.0080236,          0.00081222,             0.81795,             0.66139,             0.73794,              0.4403,            0.026165,           0.0096926,           0.0055931,           0.0010483,           0.0010483,           0.0010483
                 288,            0.040793,            0.007903,          0.00083818,             0.79308,             0.69207,             0.73952,             0.44074,            0.026168,           0.0097123,           0.0055856,           0.0010416,           0.0010416,           0.0010416
                 289,             0.04032,           0.0077046,          0.00073179,              0.8211,             0.66335,             0.73829,             0.44035,            0.026158,           0.0097312,           0.0055913,           0.0010355,           0.0010355,           0.0010355
                 290,            0.040614,           0.0079318,           0.0008803,             0.81073,             0.67326,             0.73994,             0.44045,            0.026163,           0.0097533,           0.0056088,           0.0010298,           0.0010298,           0.0010298
                 291,            0.040806,            0.007765,          0.00075559,              0.8206,             0.66323,             0.73965,             0.44053,            0.026162,           0.0097708,           0.0056126,           0.0010247,           0.0010247,           0.0010247
                 292,            0.040703,           0.0078035,          0.00082905,             0.79529,             0.69139,             0.73957,             0.44163,            0.026173,           0.0097887,           0.0056335,             0.00102,             0.00102,             0.00102
                 293,            0.040405,            0.007732,          0.00088489,             0.79617,             0.69124,             0.73963,              0.4412,            0.026176,           0.0098109,           0.0056398,           0.0010158,           0.0010158,           0.0010158
                 294,             0.04106,           0.0078711,            0.000782,             0.79623,             0.69107,             0.74046,             0.44265,            0.026168,           0.0098232,           0.0056427,           0.0010121,           0.0010121,           0.0010121
                 295,             0.04098,           0.0078722,          0.00081002,             0.80762,             0.67951,              0.7405,             0.44242,            0.026171,           0.0098335,           0.0056464,           0.0010089,           0.0010089,           0.0010089
                 296,             0.04085,           0.0077268,          0.00073702,             0.79612,             0.69186,             0.73952,               0.443,            0.026179,            0.009855,           0.0056454,           0.0010062,           0.0010062,           0.0010062
                 297,            0.041008,           0.0078535,          0.00071041,             0.80554,             0.67986,             0.74038,               0.443,            0.026182,           0.0098584,           0.0056467,           0.0010039,           0.0010039,           0.0010039
                 298,            0.040522,            0.007896,          0.00074967,             0.79732,             0.69141,             0.74013,             0.44371,            0.026173,           0.0098744,           0.0056407,           0.0010022,           0.0010022,           0.0010022
                 299,            0.040247,            0.007908,          0.00076254,             0.81416,             0.67274,             0.74068,             0.44408,             0.02618,           0.0098949,           0.0056399,            0.001001,            0.001001,            0.001001
